"study","full_model","select_model","pvalue","BH"
"brim",0.75,0.5,0.287716487968751,0.416525176678232
"zeller",0.595945945945946,0.507027027027027,0.312393882508674,0.416525176678232
"baxter",0.530655391120507,0.578238783180644,0.259207528677157,0.416525176678232
"hale",0.533594475509277,0.530744304597815,0.931769255121819,0.931769255121819
