"study","auc","pvalue","BH"
"wang",0.747476708074534,0.101800257042088,0.142520359858924
"weir",0.714285714285714,0.409654717544083,0.47793050380143
"ahn",0.667284219703575,0.00140551668863931,0.00327953894015838
"zeller",0.852682926829268,1,1
"baxter",0.643556201550388,6.89132750117248e-05,0.000482392925082074
"hale",0.620134311652779,0.00319500386008515,0.00559125675514901
"flemer",0.610622250157134,0.00116611657081834,0.00327953894015838
