"study","auc","pvalue","BH"
"brim",0.569444444444444,0.961506487494797,1
"zeller",0.53027027027027,0.483314264878323,0.966628529756646
"baxter",0.578238783180644,1,1
"hale",0.537531366698939,0.29353230878101,0.966628529756646
