"study","auc","pvalue","BH"
"wang","0.588703416149068","0.365167764398025","0.43820131727763"
"weir","0.767857142857143","0.568594358052549","0.568594358052549"
"ahn","0.551819965126417","0.116897874442788","0.233795748885576"
"zeller","0.576585365853658","0.318986963720228","0.43820131727763"
"baxter","0.543507751937985","0.0935116501324293","0.233795748885576"
"flemer","0.439660590823382","0.0149028038534901","0.0894168231209404"
"hale","0.666708120880487",NA,NA
