"otu","mda_median","iqr25","iqr75"
"Lactobacillus",1.79983824029181,1.79983824029181,1.79983824029181
"Flavonifractor",1.40828686752695,1.40828686752695,1.40828686752695
"Ruminococcus",1.33628634557441,1.33628634557441,1.33628634557441
"Bifidobacterium",1.26630985102974,1.26630985102974,1.26630985102974
"Roseburia",1.07453227625525,1.07453227625525,1.07453227625525
"Clostridium_XI",0.988998314388784,0.988998314388784,0.988998314388784
"Fusobacterium",0.979958845695429,0.979958845695429,0.979958845695429
"Lactococcus",0.911900244870529,0.911900244870529,0.911900244870529
"Parasutterella",0.889041968618775,0.889041968618775,0.889041968618775
"Mogibacterium",0.888442746169003,0.888442746169003,0.888442746169003
"Prevotella",0.887043831447222,0.887043831447222,0.887043831447222
"Eubacterium",0.854064644876521,0.854064644876521,0.854064644876521
"Megasphaera",0.841888963609367,0.841888963609367,0.841888963609367
"Blautia",0.834826883985379,0.834826883985379,0.834826883985379
"Streptococcus",0.821714832685495,0.821714832685495,0.821714832685495
"Dialister",0.797815207287518,0.797815207287518,0.797815207287518
"Faecalibacterium",0.793838336659898,0.793838336659898,0.793838336659898
"Parabacteroides",0.735446706105924,0.735446706105924,0.735446706105924
"Bilophila",0.730286101222154,0.730286101222154,0.730286101222154
"Clostridium_XVIII",0.72835668327543,0.72835668327543,0.72835668327543
"Oscillibacter",0.715872378840194,0.715872378840194,0.715872378840194
"Dorea",0.707199788019567,0.707199788019567,0.707199788019567
"Clostridium_XlVb",0.701195349121696,0.701195349121696,0.701195349121696
"Paraprevotella",0.70031342791309,0.70031342791309,0.70031342791309
"Bacteroides",0.686041705129898,0.686041705129898,0.686041705129898
"Actinomyces",0.653663507460672,0.653663507460672,0.653663507460672
"Clostridium_sensu_stricto",0.649348798170952,0.649348798170952,0.649348798170952
"Cloacibacterium",0.647948160933666,0.647948160933666,0.647948160933666
"Enterococcus",0.644385360899708,0.644385360899708,0.644385360899708
"Veillonella",0.627998791332227,0.627998791332227,0.627998791332227
"Anaerotruncus",0.617031745563312,0.617031745563312,0.617031745563312
"Desulfovibrio",0.611823096648721,0.611823096648721,0.611823096648721
"Odoribacter",0.606547299826821,0.606547299826821,0.606547299826821
"Novosphingobium",0.60101214717419,0.60101214717419,0.60101214717419
"Akkermansia",0.595904145407467,0.595904145407467,0.595904145407467
"Clostridium_IV",0.588585276260308,0.588585276260308,0.588585276260308
"Butyricimonas",0.586042416614125,0.586042416614125,0.586042416614125
"Acidaminococcus",0.579696069683414,0.579696069683414,0.579696069683414
"Butyricicoccus",0.573698598149222,0.573698598149222,0.573698598149222
"Holdemania",0.548436615620962,0.548436615620962,0.548436615620962
"Clostridium_XlVa",0.53481566853129,0.53481566853129,0.53481566853129
"Alistipes",0.522863986053038,0.522863986053038,0.522863986053038
"Corynebacterium",0.517304251726516,0.517304251726516,0.517304251726516
"Escherichia.Shigella",0.510949797022191,0.510949797022191,0.510949797022191
"Turicibacter",0.506638240998413,0.506638240998413,0.506638240998413
"Peptostreptococcus",0.481334194868676,0.481334194868676,0.481334194868676
"Mitsuokella",0.473405426440277,0.473405426440277,0.473405426440277
"Phascolarctobacterium",0.447393260131478,0.447393260131478,0.447393260131478
"Barnesiella",0.439798217342301,0.439798217342301,0.439798217342301
"Parvimonas",0.409798310307895,0.409798310307895,0.409798310307895
"Sutterella",0.389625213801224,0.389625213801224,0.389625213801224
"Anaerofustis",0.380801975680018,0.380801975680018,0.380801975680018
"Pseudoflavonifractor",0.365955010589409,0.365955010589409,0.365955010589409
"Cloacibacillus",0.365176654534917,0.365176654534917,0.365176654534917
"Rothia",0.334347470633249,0.334347470633249,0.334347470633249
"Catenibacterium",0.329790337327371,0.329790337327371,0.329790337327371
"Coprobacillus",0.309436708105998,0.309436708105998,0.309436708105998
"Atopobium",0.296176237724582,0.296176237724582,0.296176237724582
"Howardella",0.290494152601361,0.290494152601361,0.290494152601361
"Haemophilus",0.239370798618427,0.239370798618427,0.239370798618427
"Eggerthella",0.223693684852737,0.223693684852737,0.223693684852737
"Porphyromonas",0.21428472936507,0.21428472936507,0.21428472936507
"Allisonella",0.202646213514915,0.202646213514915,0.202646213514915
"Granulicatella",0.192468223926959,0.192468223926959,0.192468223926959
"Slackia",0.191410158858268,0.191410158858268,0.191410158858268
"Anaerococcus",0.191275424331102,0.191275424331102,0.191275424331102
"Finegoldia",0.185596283933423,0.185596283933423,0.185596283933423
"Campylobacter",0.143335995404531,0.143335995404531,0.143335995404531
"Collinsella",0.108078544147256,0.108078544147256,0.108078544147256
"Propionibacterium",0.104227214845825,0.104227214845825,0.104227214845825
"Pyramidobacter",0.0746765427615562,0.0746765427615562,0.0746765427615562
"Arcobacter",0.0141068181818182,0.0141068181818182,0.0141068181818182
"Sphingobacterium",0.00657294685990338,0.00657294685990338,0.00657294685990338
"Sedimentibacter",0,0,0
