"study","auc","pvalue","BH"
"brim","0.833333333333333","0.0549150286552765","0.0823725429829147"
"zeller","0.537297297297297","0.471633352569642","0.471633352569642"
"hale","0.513208591017763","0.0514527432003914","0.0823725429829147"
"baxter","0.588310429880197",NA,NA
