"full_model","select_model","pvalue","study","train_model"
0.9472579375492,NA,NA,"flemer","flemer"
0.531372549019608,NA,NA,"lu","flemer"
0.558383626344791,NA,NA,"flemer","lu"
0.505882352941176,NA,NA,"lu","lu"
