"sens","spec","type","roc_type","study"
1,0,"actual_mod","best","lu"
0.95,0.05,"actual_mod","best","lu"
0.9,0.05,"actual_mod","best","lu"
0.85,0.05,"actual_mod","best","lu"
0.85,0.1,"actual_mod","best","lu"
0.85,0.15,"actual_mod","best","lu"
0.75,0.15,"actual_mod","best","lu"
0.75,0.2,"actual_mod","best","lu"
0.75,0.25,"actual_mod","best","lu"
0.7,0.25,"actual_mod","best","lu"
0.7,0.3,"actual_mod","best","lu"
0.7,0.4,"actual_mod","best","lu"
0.65,0.4,"actual_mod","best","lu"
0.6,0.4,"actual_mod","best","lu"
0.6,0.45,"actual_mod","best","lu"
0.6,0.5,"actual_mod","best","lu"
0.55,0.5,"actual_mod","best","lu"
0.55,0.55,"actual_mod","best","lu"
0.55,0.6,"actual_mod","best","lu"
0.5,0.6,"actual_mod","best","lu"
0.45,0.6,"actual_mod","best","lu"
0.45,0.65,"actual_mod","best","lu"
0.45,0.7,"actual_mod","best","lu"
0.4,0.7,"actual_mod","best","lu"
0.4,0.75,"actual_mod","best","lu"
0.35,0.75,"actual_mod","best","lu"
0.3,0.75,"actual_mod","best","lu"
0.25,0.75,"actual_mod","best","lu"
0.2,0.8,"actual_mod","best","lu"
0.2,0.85,"actual_mod","best","lu"
0.2,0.9,"actual_mod","best","lu"
0.15,0.9,"actual_mod","best","lu"
0.1,0.95,"actual_mod","best","lu"
0.1,1,"actual_mod","best","lu"
0.05,1,"actual_mod","best","lu"
0,1,"actual_mod","best","lu"
1,0,"actual_mod","worst","lu"
0.95,0,"actual_mod","worst","lu"
0.9,0,"actual_mod","worst","lu"
0.9,0.05,"actual_mod","worst","lu"
0.85,0.05,"actual_mod","worst","lu"
0.8,0.05,"actual_mod","worst","lu"
0.75,0.05,"actual_mod","worst","lu"
0.75,0.1,"actual_mod","worst","lu"
0.75,0.15,"actual_mod","worst","lu"
0.75,0.2,"actual_mod","worst","lu"
0.75,0.25,"actual_mod","worst","lu"
0.75,0.3,"actual_mod","worst","lu"
0.75,0.35,"actual_mod","worst","lu"
0.7,0.35,"actual_mod","worst","lu"
0.65,0.35,"actual_mod","worst","lu"
0.65,0.4,"actual_mod","worst","lu"
0.65,0.45,"actual_mod","worst","lu"
0.6,0.45,"actual_mod","worst","lu"
0.6,0.5,"actual_mod","worst","lu"
0.55,0.5,"actual_mod","worst","lu"
0.5,0.5,"actual_mod","worst","lu"
0.5,0.55,"actual_mod","worst","lu"
0.5,0.6,"actual_mod","worst","lu"
0.45,0.6,"actual_mod","worst","lu"
0.4,0.6,"actual_mod","worst","lu"
0.4,0.65,"actual_mod","worst","lu"
0.35,0.65,"actual_mod","worst","lu"
0.35,0.7,"actual_mod","worst","lu"
0.35,0.75,"actual_mod","worst","lu"
0.35,0.8,"actual_mod","worst","lu"
0.3,0.85,"actual_mod","worst","lu"
0.25,0.85,"actual_mod","worst","lu"
0.2,0.85,"actual_mod","worst","lu"
0.2,0.9,"actual_mod","worst","lu"
0.15,0.9,"actual_mod","worst","lu"
0.1,0.9,"actual_mod","worst","lu"
0.05,0.9,"actual_mod","worst","lu"
0,0.9,"actual_mod","worst","lu"
0,0.95,"actual_mod","worst","lu"
0,1,"actual_mod","worst","lu"
1,0,"random_mod","best","lu"
1,0.05,"random_mod","best","lu"
1,0.1,"random_mod","best","lu"
1,0.15,"random_mod","best","lu"
0.95,0.15,"random_mod","best","lu"
0.9,0.15,"random_mod","best","lu"
0.85,0.15,"random_mod","best","lu"
0.85,0.2,"random_mod","best","lu"
0.85,0.25,"random_mod","best","lu"
0.8,0.25,"random_mod","best","lu"
0.75,0.25,"random_mod","best","lu"
0.75,0.3,"random_mod","best","lu"
0.75,0.4,"random_mod","best","lu"
0.75,0.45,"random_mod","best","lu"
0.75,0.5,"random_mod","best","lu"
0.7,0.55,"random_mod","best","lu"
0.6,0.55,"random_mod","best","lu"
0.6,0.6,"random_mod","best","lu"
0.55,0.6,"random_mod","best","lu"
0.55,0.65,"random_mod","best","lu"
0.55,0.7,"random_mod","best","lu"
0.55,0.75,"random_mod","best","lu"
0.5,0.75,"random_mod","best","lu"
0.5,0.85,"random_mod","best","lu"
0.45,0.85,"random_mod","best","lu"
0.4,0.85,"random_mod","best","lu"
0.4,0.9,"random_mod","best","lu"
0.35,0.9,"random_mod","best","lu"
0.35,0.95,"random_mod","best","lu"
0.3,0.95,"random_mod","best","lu"
0.25,0.95,"random_mod","best","lu"
0.2,0.95,"random_mod","best","lu"
0.15,0.95,"random_mod","best","lu"
0.15,1,"random_mod","best","lu"
0.1,1,"random_mod","best","lu"
0.05,1,"random_mod","best","lu"
0,1,"random_mod","best","lu"
1,0,"random_mod","worst","lu"
0.95,0,"random_mod","worst","lu"
0.95,0.05,"random_mod","worst","lu"
0.9,0.05,"random_mod","worst","lu"
0.9,0.1,"random_mod","worst","lu"
0.85,0.1,"random_mod","worst","lu"
0.85,0.15,"random_mod","worst","lu"
0.85,0.25,"random_mod","worst","lu"
0.85,0.3,"random_mod","worst","lu"
0.75,0.3,"random_mod","worst","lu"
0.7,0.3,"random_mod","worst","lu"
0.7,0.35,"random_mod","worst","lu"
0.7,0.4,"random_mod","worst","lu"
0.65,0.4,"random_mod","worst","lu"
0.6,0.4,"random_mod","worst","lu"
0.55,0.4,"random_mod","worst","lu"
0.55,0.45,"random_mod","worst","lu"
0.55,0.5,"random_mod","worst","lu"
0.5,0.5,"random_mod","worst","lu"
0.45,0.55,"random_mod","worst","lu"
0.4,0.55,"random_mod","worst","lu"
0.4,0.65,"random_mod","worst","lu"
0.35,0.65,"random_mod","worst","lu"
0.3,0.65,"random_mod","worst","lu"
0.3,0.7,"random_mod","worst","lu"
0.3,0.75,"random_mod","worst","lu"
0.3,0.8,"random_mod","worst","lu"
0.3,0.85,"random_mod","worst","lu"
0.25,0.85,"random_mod","worst","lu"
0.15,0.95,"random_mod","worst","lu"
0.1,0.95,"random_mod","worst","lu"
0.05,0.95,"random_mod","worst","lu"
0,0.95,"random_mod","worst","lu"
0,1,"random_mod","worst","lu"
1,0,"actual_mod","best","sana"
1,0.0263157894736842,"actual_mod","best","sana"
0.96969696969697,0.0263157894736842,"actual_mod","best","sana"
0.96969696969697,0.0526315789473684,"actual_mod","best","sana"
0.96969696969697,0.0789473684210526,"actual_mod","best","sana"
0.96969696969697,0.105263157894737,"actual_mod","best","sana"
0.96969696969697,0.131578947368421,"actual_mod","best","sana"
0.939393939393939,0.131578947368421,"actual_mod","best","sana"
0.939393939393939,0.157894736842105,"actual_mod","best","sana"
0.909090909090909,0.184210526315789,"actual_mod","best","sana"
0.878787878787879,0.210526315789474,"actual_mod","best","sana"
0.878787878787879,0.236842105263158,"actual_mod","best","sana"
0.818181818181818,0.236842105263158,"actual_mod","best","sana"
0.787878787878788,0.236842105263158,"actual_mod","best","sana"
0.787878787878788,0.263157894736842,"actual_mod","best","sana"
0.757575757575758,0.263157894736842,"actual_mod","best","sana"
0.727272727272727,0.289473684210526,"actual_mod","best","sana"
0.696969696969697,0.289473684210526,"actual_mod","best","sana"
0.696969696969697,0.315789473684211,"actual_mod","best","sana"
0.696969696969697,0.368421052631579,"actual_mod","best","sana"
0.696969696969697,0.394736842105263,"actual_mod","best","sana"
0.696969696969697,0.447368421052632,"actual_mod","best","sana"
0.666666666666667,0.447368421052632,"actual_mod","best","sana"
0.666666666666667,0.5,"actual_mod","best","sana"
0.636363636363636,0.5,"actual_mod","best","sana"
0.636363636363636,0.526315789473684,"actual_mod","best","sana"
0.636363636363636,0.552631578947368,"actual_mod","best","sana"
0.606060606060606,0.552631578947368,"actual_mod","best","sana"
0.606060606060606,0.578947368421053,"actual_mod","best","sana"
0.606060606060606,0.605263157894737,"actual_mod","best","sana"
0.606060606060606,0.631578947368421,"actual_mod","best","sana"
0.575757575757576,0.631578947368421,"actual_mod","best","sana"
0.545454545454545,0.631578947368421,"actual_mod","best","sana"
0.515151515151515,0.657894736842105,"actual_mod","best","sana"
0.515151515151515,0.684210526315789,"actual_mod","best","sana"
0.484848484848485,0.684210526315789,"actual_mod","best","sana"
0.484848484848485,0.710526315789474,"actual_mod","best","sana"
0.454545454545455,0.710526315789474,"actual_mod","best","sana"
0.424242424242424,0.710526315789474,"actual_mod","best","sana"
0.424242424242424,0.736842105263158,"actual_mod","best","sana"
0.424242424242424,0.763157894736842,"actual_mod","best","sana"
0.424242424242424,0.789473684210526,"actual_mod","best","sana"
0.363636363636364,0.789473684210526,"actual_mod","best","sana"
0.333333333333333,0.789473684210526,"actual_mod","best","sana"
0.333333333333333,0.815789473684211,"actual_mod","best","sana"
0.303030303030303,0.815789473684211,"actual_mod","best","sana"
0.272727272727273,0.815789473684211,"actual_mod","best","sana"
0.272727272727273,0.842105263157895,"actual_mod","best","sana"
0.242424242424242,0.842105263157895,"actual_mod","best","sana"
0.212121212121212,0.842105263157895,"actual_mod","best","sana"
0.212121212121212,0.868421052631579,"actual_mod","best","sana"
0.181818181818182,0.868421052631579,"actual_mod","best","sana"
0.151515151515152,0.868421052631579,"actual_mod","best","sana"
0.151515151515152,0.894736842105263,"actual_mod","best","sana"
0.151515151515152,0.921052631578947,"actual_mod","best","sana"
0.151515151515152,0.947368421052632,"actual_mod","best","sana"
0.121212121212121,0.947368421052632,"actual_mod","best","sana"
0.0909090909090909,0.947368421052632,"actual_mod","best","sana"
0.0606060606060606,0.947368421052632,"actual_mod","best","sana"
0.0606060606060606,0.973684210526316,"actual_mod","best","sana"
0.0303030303030303,0.973684210526316,"actual_mod","best","sana"
0.0303030303030303,1,"actual_mod","best","sana"
0,1,"actual_mod","best","sana"
1,0,"actual_mod","worst","sana"
0.96969696969697,0,"actual_mod","worst","sana"
0.96969696969697,0.0263157894736842,"actual_mod","worst","sana"
0.939393939393939,0.0263157894736842,"actual_mod","worst","sana"
0.909090909090909,0.0263157894736842,"actual_mod","worst","sana"
0.878787878787879,0.0526315789473684,"actual_mod","worst","sana"
0.878787878787879,0.0789473684210526,"actual_mod","worst","sana"
0.848484848484849,0.0789473684210526,"actual_mod","worst","sana"
0.818181818181818,0.0789473684210526,"actual_mod","worst","sana"
0.818181818181818,0.105263157894737,"actual_mod","worst","sana"
0.818181818181818,0.131578947368421,"actual_mod","worst","sana"
0.818181818181818,0.157894736842105,"actual_mod","worst","sana"
0.787878787878788,0.157894736842105,"actual_mod","worst","sana"
0.757575757575758,0.157894736842105,"actual_mod","worst","sana"
0.757575757575758,0.184210526315789,"actual_mod","worst","sana"
0.727272727272727,0.184210526315789,"actual_mod","worst","sana"
0.727272727272727,0.210526315789474,"actual_mod","worst","sana"
0.727272727272727,0.236842105263158,"actual_mod","worst","sana"
0.727272727272727,0.263157894736842,"actual_mod","worst","sana"
0.727272727272727,0.289473684210526,"actual_mod","worst","sana"
0.727272727272727,0.315789473684211,"actual_mod","worst","sana"
0.727272727272727,0.368421052631579,"actual_mod","worst","sana"
0.696969696969697,0.368421052631579,"actual_mod","worst","sana"
0.696969696969697,0.394736842105263,"actual_mod","worst","sana"
0.666666666666667,0.421052631578947,"actual_mod","worst","sana"
0.636363636363636,0.421052631578947,"actual_mod","worst","sana"
0.636363636363636,0.447368421052632,"actual_mod","worst","sana"
0.606060606060606,0.447368421052632,"actual_mod","worst","sana"
0.606060606060606,0.473684210526316,"actual_mod","worst","sana"
0.606060606060606,0.5,"actual_mod","worst","sana"
0.606060606060606,0.526315789473684,"actual_mod","worst","sana"
0.575757575757576,0.526315789473684,"actual_mod","worst","sana"
0.545454545454545,0.526315789473684,"actual_mod","worst","sana"
0.515151515151515,0.526315789473684,"actual_mod","worst","sana"
0.484848484848485,0.526315789473684,"actual_mod","worst","sana"
0.484848484848485,0.552631578947368,"actual_mod","worst","sana"
0.484848484848485,0.578947368421053,"actual_mod","worst","sana"
0.454545454545455,0.578947368421053,"actual_mod","worst","sana"
0.454545454545455,0.605263157894737,"actual_mod","worst","sana"
0.454545454545455,0.631578947368421,"actual_mod","worst","sana"
0.424242424242424,0.631578947368421,"actual_mod","worst","sana"
0.424242424242424,0.657894736842105,"actual_mod","worst","sana"
0.424242424242424,0.684210526315789,"actual_mod","worst","sana"
0.424242424242424,0.710526315789474,"actual_mod","worst","sana"
0.424242424242424,0.736842105263158,"actual_mod","worst","sana"
0.363636363636364,0.736842105263158,"actual_mod","worst","sana"
0.363636363636364,0.789473684210526,"actual_mod","worst","sana"
0.333333333333333,0.789473684210526,"actual_mod","worst","sana"
0.333333333333333,0.815789473684211,"actual_mod","worst","sana"
0.333333333333333,0.842105263157895,"actual_mod","worst","sana"
0.333333333333333,0.868421052631579,"actual_mod","worst","sana"
0.333333333333333,0.894736842105263,"actual_mod","worst","sana"
0.303030303030303,0.894736842105263,"actual_mod","worst","sana"
0.272727272727273,0.894736842105263,"actual_mod","worst","sana"
0.242424242424242,0.921052631578947,"actual_mod","worst","sana"
0.212121212121212,0.921052631578947,"actual_mod","worst","sana"
0.181818181818182,0.921052631578947,"actual_mod","worst","sana"
0.181818181818182,0.947368421052632,"actual_mod","worst","sana"
0.151515151515152,0.947368421052632,"actual_mod","worst","sana"
0.121212121212121,0.947368421052632,"actual_mod","worst","sana"
0.0909090909090909,0.947368421052632,"actual_mod","worst","sana"
0.0606060606060606,0.947368421052632,"actual_mod","worst","sana"
0.0303030303030303,0.947368421052632,"actual_mod","worst","sana"
0.0303030303030303,0.973684210526316,"actual_mod","worst","sana"
0.0303030303030303,1,"actual_mod","worst","sana"
0,1,"actual_mod","worst","sana"
1,0,"random_mod","best","sana"
1,0.0263157894736842,"random_mod","best","sana"
1,0.0526315789473684,"random_mod","best","sana"
0.96969696969697,0.0526315789473684,"random_mod","best","sana"
0.96969696969697,0.0789473684210526,"random_mod","best","sana"
0.939393939393939,0.0789473684210526,"random_mod","best","sana"
0.878787878787879,0.0789473684210526,"random_mod","best","sana"
0.848484848484849,0.0789473684210526,"random_mod","best","sana"
0.818181818181818,0.105263157894737,"random_mod","best","sana"
0.787878787878788,0.105263157894737,"random_mod","best","sana"
0.787878787878788,0.131578947368421,"random_mod","best","sana"
0.787878787878788,0.157894736842105,"random_mod","best","sana"
0.787878787878788,0.184210526315789,"random_mod","best","sana"
0.787878787878788,0.236842105263158,"random_mod","best","sana"
0.787878787878788,0.263157894736842,"random_mod","best","sana"
0.787878787878788,0.289473684210526,"random_mod","best","sana"
0.757575757575758,0.289473684210526,"random_mod","best","sana"
0.757575757575758,0.315789473684211,"random_mod","best","sana"
0.727272727272727,0.315789473684211,"random_mod","best","sana"
0.696969696969697,0.315789473684211,"random_mod","best","sana"
0.666666666666667,0.315789473684211,"random_mod","best","sana"
0.666666666666667,0.342105263157895,"random_mod","best","sana"
0.636363636363636,0.342105263157895,"random_mod","best","sana"
0.636363636363636,0.368421052631579,"random_mod","best","sana"
0.606060606060606,0.368421052631579,"random_mod","best","sana"
0.606060606060606,0.394736842105263,"random_mod","best","sana"
