"sens","spec","type","roc_type","study"
1,0,"actual_mod","best","lu"
0.95,0,"actual_mod","best","lu"
0.9,0,"actual_mod","best","lu"
0.9,0.05,"actual_mod","best","lu"
0.85,0.05,"actual_mod","best","lu"
0.85,0.1,"actual_mod","best","lu"
0.85,0.15,"actual_mod","best","lu"
0.8,0.15,"actual_mod","best","lu"
0.8,0.2,"actual_mod","best","lu"
0.8,0.25,"actual_mod","best","lu"
0.8,0.3,"actual_mod","best","lu"
0.8,0.35,"actual_mod","best","lu"
0.8,0.4,"actual_mod","best","lu"
0.8,0.45,"actual_mod","best","lu"
0.75,0.45,"actual_mod","best","lu"
0.7,0.45,"actual_mod","best","lu"
0.7,0.5,"actual_mod","best","lu"
0.65,0.5,"actual_mod","best","lu"
0.65,0.55,"actual_mod","best","lu"
0.6,0.55,"actual_mod","best","lu"
0.55,0.55,"actual_mod","best","lu"
0.55,0.6,"actual_mod","best","lu"
0.5,0.65,"actual_mod","best","lu"
0.45,0.65,"actual_mod","best","lu"
0.4,0.65,"actual_mod","best","lu"
0.35,0.65,"actual_mod","best","lu"
0.35,0.7,"actual_mod","best","lu"
0.3,0.7,"actual_mod","best","lu"
0.3,0.75,"actual_mod","best","lu"
0.25,0.75,"actual_mod","best","lu"
0.2,0.75,"actual_mod","best","lu"
0.2,0.8,"actual_mod","best","lu"
0.2,0.85,"actual_mod","best","lu"
0.15,0.85,"actual_mod","best","lu"
0.1,0.85,"actual_mod","best","lu"
0.1,0.9,"actual_mod","best","lu"
0.1,0.95,"actual_mod","best","lu"
0.05,0.95,"actual_mod","best","lu"
0.05,1,"actual_mod","best","lu"
0,1,"actual_mod","best","lu"
1,0,"actual_mod","worst","lu"
1,0.05,"actual_mod","worst","lu"
0.95,0.1,"actual_mod","worst","lu"
0.95,0.15,"actual_mod","worst","lu"
0.9,0.15,"actual_mod","worst","lu"
0.85,0.15,"actual_mod","worst","lu"
0.85,0.2,"actual_mod","worst","lu"
0.85,0.25,"actual_mod","worst","lu"
0.8,0.25,"actual_mod","worst","lu"
0.75,0.25,"actual_mod","worst","lu"
0.75,0.3,"actual_mod","worst","lu"
0.75,0.4,"actual_mod","worst","lu"
0.7,0.4,"actual_mod","worst","lu"
0.65,0.4,"actual_mod","worst","lu"
0.6,0.4,"actual_mod","worst","lu"
0.6,0.45,"actual_mod","worst","lu"
0.55,0.45,"actual_mod","worst","lu"
0.55,0.5,"actual_mod","worst","lu"
0.55,0.55,"actual_mod","worst","lu"
0.5,0.55,"actual_mod","worst","lu"
0.5,0.6,"actual_mod","worst","lu"
0.45,0.6,"actual_mod","worst","lu"
0.45,0.65,"actual_mod","worst","lu"
0.4,0.65,"actual_mod","worst","lu"
0.4,0.7,"actual_mod","worst","lu"
0.35,0.7,"actual_mod","worst","lu"
0.3,0.7,"actual_mod","worst","lu"
0.25,0.7,"actual_mod","worst","lu"
0.25,0.75,"actual_mod","worst","lu"
0.25,0.8,"actual_mod","worst","lu"
0.2,0.8,"actual_mod","worst","lu"
0.15,0.8,"actual_mod","worst","lu"
0.15,0.85,"actual_mod","worst","lu"
0.1,0.9,"actual_mod","worst","lu"
0.1,0.95,"actual_mod","worst","lu"
0.05,0.95,"actual_mod","worst","lu"
0.05,1,"actual_mod","worst","lu"
0,1,"actual_mod","worst","lu"
1,0,"random_mod","best","lu"
0.95,0,"random_mod","best","lu"
0.9,0,"random_mod","best","lu"
0.9,0.05,"random_mod","best","lu"
0.9,0.1,"random_mod","best","lu"
0.9,0.15,"random_mod","best","lu"
0.85,0.15,"random_mod","best","lu"
0.85,0.2,"random_mod","best","lu"
0.85,0.25,"random_mod","best","lu"
0.85,0.3,"random_mod","best","lu"
0.85,0.35,"random_mod","best","lu"
0.85,0.4,"random_mod","best","lu"
0.8,0.4,"random_mod","best","lu"
0.8,0.45,"random_mod","best","lu"
0.8,0.5,"random_mod","best","lu"
0.75,0.5,"random_mod","best","lu"
0.7,0.5,"random_mod","best","lu"
0.65,0.5,"random_mod","best","lu"
0.65,0.55,"random_mod","best","lu"
0.6,0.55,"random_mod","best","lu"
0.55,0.55,"random_mod","best","lu"
0.55,0.6,"random_mod","best","lu"
0.5,0.6,"random_mod","best","lu"
0.45,0.6,"random_mod","best","lu"
0.4,0.6,"random_mod","best","lu"
0.35,0.6,"random_mod","best","lu"
0.35,0.65,"random_mod","best","lu"
0.3,0.65,"random_mod","best","lu"
0.3,0.7,"random_mod","best","lu"
0.25,0.7,"random_mod","best","lu"
0.2,0.7,"random_mod","best","lu"
0.15,0.7,"random_mod","best","lu"
0.15,0.75,"random_mod","best","lu"
0.15,0.8,"random_mod","best","lu"
0.1,0.8,"random_mod","best","lu"
0.1,0.85,"random_mod","best","lu"
0.1,0.9,"random_mod","best","lu"
0.1,0.95,"random_mod","best","lu"
0.05,0.95,"random_mod","best","lu"
0,0.95,"random_mod","best","lu"
0,1,"random_mod","best","lu"
1,0,"random_mod","worst","lu"
0.95,0,"random_mod","worst","lu"
0.9,0,"random_mod","worst","lu"
0.9,0.05,"random_mod","worst","lu"
0.9,0.1,"random_mod","worst","lu"
0.85,0.1,"random_mod","worst","lu"
0.85,0.15,"random_mod","worst","lu"
0.85,0.2,"random_mod","worst","lu"
0.85,0.25,"random_mod","worst","lu"
0.8,0.25,"random_mod","worst","lu"
0.8,0.3,"random_mod","worst","lu"
0.75,0.3,"random_mod","worst","lu"
0.7,0.3,"random_mod","worst","lu"
0.65,0.3,"random_mod","worst","lu"
0.6,0.3,"random_mod","worst","lu"
0.55,0.3,"random_mod","worst","lu"
0.55,0.35,"random_mod","worst","lu"
0.55,0.4,"random_mod","worst","lu"
0.5,0.4,"random_mod","worst","lu"
0.5,0.45,"random_mod","worst","lu"
0.5,0.5,"random_mod","worst","lu"
0.5,0.55,"random_mod","worst","lu"
0.5,0.6,"random_mod","worst","lu"
0.5,0.65,"random_mod","worst","lu"
0.5,0.7,"random_mod","worst","lu"
0.45,0.7,"random_mod","worst","lu"
0.45,0.75,"random_mod","worst","lu"
0.45,0.8,"random_mod","worst","lu"
0.4,0.8,"random_mod","worst","lu"
0.35,0.8,"random_mod","worst","lu"
0.35,0.85,"random_mod","worst","lu"
0.35,0.9,"random_mod","worst","lu"
0.3,0.9,"random_mod","worst","lu"
0.25,0.9,"random_mod","worst","lu"
0.25,0.95,"random_mod","worst","lu"
0.2,0.95,"random_mod","worst","lu"
0.15,1,"random_mod","worst","lu"
0.1,1,"random_mod","worst","lu"
0.05,1,"random_mod","worst","lu"
0,1,"random_mod","worst","lu"
1,0,"actual_mod","best","flemer"
0.351351351351351,0.776699029126214,"actual_mod","best","flemer"
0.324324324324324,0.776699029126214,"actual_mod","best","flemer"
0.297297297297297,0.776699029126214,"actual_mod","best","flemer"
0.297297297297297,0.786407766990291,"actual_mod","best","flemer"
0.297297297297297,0.805825242718447,"actual_mod","best","flemer"
0.297297297297297,0.815533980582524,"actual_mod","best","flemer"
0.297297297297297,0.825242718446602,"actual_mod","best","flemer"
0.297297297297297,0.83495145631068,"actual_mod","best","flemer"
0.243243243243243,0.844660194174757,"actual_mod","best","flemer"
0.216216216216216,0.844660194174757,"actual_mod","best","flemer"
0.216216216216216,0.854368932038835,"actual_mod","best","flemer"
0.216216216216216,0.864077669902913,"actual_mod","best","flemer"
0.216216216216216,0.87378640776699,"actual_mod","best","flemer"
0.216216216216216,0.893203883495146,"actual_mod","best","flemer"
0.216216216216216,0.902912621359223,"actual_mod","best","flemer"
0.216216216216216,0.912621359223301,"actual_mod","best","flemer"
0.216216216216216,0.922330097087379,"actual_mod","best","flemer"
0.216216216216216,0.932038834951456,"actual_mod","best","flemer"
0.189189189189189,0.932038834951456,"actual_mod","best","flemer"
0.162162162162162,0.932038834951456,"actual_mod","best","flemer"
0.135135135135135,0.932038834951456,"actual_mod","best","flemer"
0.135135135135135,0.941747572815534,"actual_mod","best","flemer"
0.135135135135135,0.951456310679612,"actual_mod","best","flemer"
0.135135135135135,0.961165048543689,"actual_mod","best","flemer"
0.135135135135135,0.970873786407767,"actual_mod","best","flemer"
0.108108108108108,0.980582524271845,"actual_mod","best","flemer"
0.0810810810810811,0.980582524271845,"actual_mod","best","flemer"
0.0810810810810811,0.990291262135922,"actual_mod","best","flemer"
0,1,"actual_mod","best","flemer"
1,0,"actual_mod","worst","flemer"
0.189189189189189,0.737864077669903,"actual_mod","worst","flemer"
0.162162162162162,0.737864077669903,"actual_mod","worst","flemer"
0.135135135135135,0.737864077669903,"actual_mod","worst","flemer"
0.135135135135135,0.747572815533981,"actual_mod","worst","flemer"
0.135135135135135,0.766990291262136,"actual_mod","worst","flemer"
0.135135135135135,0.776699029126214,"actual_mod","worst","flemer"
0.135135135135135,0.786407766990291,"actual_mod","worst","flemer"
0.135135135135135,0.796116504854369,"actual_mod","worst","flemer"
0.135135135135135,0.805825242718447,"actual_mod","worst","flemer"
0.108108108108108,0.805825242718447,"actual_mod","worst","flemer"
0.108108108108108,0.815533980582524,"actual_mod","worst","flemer"
0.0540540540540541,0.825242718446602,"actual_mod","worst","flemer"
0.0540540540540541,0.83495145631068,"actual_mod","worst","flemer"
0.0540540540540541,0.844660194174757,"actual_mod","worst","flemer"
0.0540540540540541,0.864077669902913,"actual_mod","worst","flemer"
0.027027027027027,0.864077669902913,"actual_mod","worst","flemer"
0.027027027027027,0.883495145631068,"actual_mod","worst","flemer"
0.027027027027027,0.893203883495146,"actual_mod","worst","flemer"
0.027027027027027,0.902912621359223,"actual_mod","worst","flemer"
0.027027027027027,0.912621359223301,"actual_mod","worst","flemer"
0.027027027027027,0.922330097087379,"actual_mod","worst","flemer"
0.027027027027027,0.932038834951456,"actual_mod","worst","flemer"
