"est","lower","upper","pvalue","measure","study"
0.84,0.541870754201398,1.28923473474735,0.426059648110092,"sobs","wang"
1.09090909090909,0.710408497277304,1.68360455775735,0.690647694845843,"shannon","wang"
1.42105263157895,0.923002456490482,2.23145549832541,0.111406054641383,"shannoneven","wang"
0.625,0.222353042365098,1.61584436398029,0.303052329490083,"sobs","weir"
0.625,0.222353042365098,1.61584436398029,0.303052329490083,"shannon","weir"
0.625,0.222353042365098,1.61584436398029,0.303052329490083,"shannoneven","weir"
1.95238095238095,1.25682883835998,3.07762557541379,0.00248132165102966,"sobs","ahn"
1.69565217391304,1.10301457643725,2.63780021879802,0.0154996923583356,"shannon","ahn"
1.95238095238095,1.25682883835998,3.07762557541379,0.00248132165102966,"shannoneven","ahn"
1.13272311212815,0.719473478268474,1.80031206922519,0.591146063724279,"sobs","zeller"
1.13272311212815,0.719473478268474,1.80031206922519,0.591146063724279,"shannon","zeller"
1.02717391304348,0.651554810353208,1.62473324399689,0.907834284533189,"shannoneven","zeller"
1.14285714285714,0.868450505597822,1.50815828595145,0.341330860369903,"sobs","baxter"
1.60869565217391,1.21242579013356,2.15477938634365,0.000867255762171837,"shannon","baxter"
1.4,1.06038431783354,1.86111496060923,0.0173668660163179,"shannoneven","baxter"
0.545454545454545,0.211964735830791,1.3982524185945,0.217099304221962,"sobs","hale"
0.7,0.279467966706147,1.74929190021634,0.458956118332773,"shannon","hale"
0.7,0.279467966706147,1.74929190021634,0.458956118332773,"shannoneven","hale"
1.26315789473684,0.839335680468616,1.93793109258851,0.262206234684251,"sobs","flemer"
1.52941176470588,1.01218836656747,2.39107434618425,0.0435761395835277,"shannon","flemer"
1.52941176470588,1.01218836656747,2.39107434618425,0.0435761395835277,"shannoneven","flemer"
