"measure","study","high_N","high_Y","low_N","low_Y"
"shannon","baxter",143,102,149,96
"shannon","brim",3,3,3,3
"shannon","hale",255,97,235,117
"shannon","zeller",44,20,47,17
"shannoneven","baxter",149,96,143,102
"shannoneven","brim",3,3,3,3
"shannoneven","hale",255,97,235,117
"shannoneven","zeller",43,21,48,16
"sobs","baxter",138,107,154,91
"sobs","brim",3,3,3,3
"sobs","hale",254,98,236,116
"sobs","zeller",48,16,43,21
