"Group","Abiotrophia","Acetivibrio","Acidaminococcaceae_unclassified","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostipes","Anaerotruncus","Arcobacter","Asaccharobacter","Atopobium","Bacillales_unclassified","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brochothrix","Burkholderiales_incertae_sedis_unclassified","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Carnobacterium","Catenibacterium","Cellulosilyticum","Cloacibacillus","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacteriaceae_unclassified","Corynebacterium","Delftia","Deltaproteobacteria_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Eikenella","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavonifractor","Fructobacillus","Fusobacteriaceae_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmiger","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helcococcus","Holdemania","Howardella","Kingella","Klebsiella","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methylobacterium","Mitsuokella","Mogibacterium","Moraxellaceae_unclassified","Morganella","Murdochiella","Negativicoccus","Neisseria","Neisseriaceae_unclassified","Novosphingobium","Odoribacter","Olsenella","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pelomonas","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Planococcaceae_unclassified","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacteriaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoramibacter","Pyramidobacter","Rhizobiales_unclassified","Rikenella","Rikenellaceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Sarcina","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Soonwooa","Sphingomonadaceae_unclassified","SR1_unclassified","Staphylococcus","Stenotrophomonas","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Sutterella","Synergistaceae_unclassified","Turicibacter","Veillonella","Veillonellaceae_unclassified","Weissella","Xanthomonadaceae_unclassified"
"SRR1978772",0,0,0,0,0,2,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,373,67,944,18,0,4,0,7,2,449,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,1,0,0,114,2,0,3,0,0,0,0,5,0,0,0,49,0,0,0,0,3,0,0,0,85,0,0,0,0,0,0,0,0,169,6,0,0,0,386,0,0,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,719,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,193,0,11,0,0,0,0,0,0,0,0,0,0,0,120,0,104,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,404,12,129,0,0,1,0,0,0,19,0,0,0,0,1,0,31,0,6,0,1,0,0,0,1
"SRR1978773",0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,239,0,1,0,0,0,0,2195,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,29,1,0,2,0,0,18,0,8,0,0,0,97,0,0,0,0,0,0,0,0,156,0,1,0,0,0,0,0,0,1,79,0,0,0,107,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,63,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,1,0,9,3,0,0,0
"SRR1978774",0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,10,331,2,26,0,0,41,0,705,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,28,0,0,189,0,0,116,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,29,107,0,0,0,11,0,2,0,0,10,21,0,0,0,298,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,716,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,29,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,253,140,50,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,4,2,0,0,0
"SRR1978775",0,0,0,0,0,0,10,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,273,0,93,0,5,0,0,62,0,185,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,83,0,0,111,0,20,584,0,0,0,0,4,0,0,1,14,0,0,0,0,8,0,0,44,44,0,0,0,0,0,0,0,0,6,6,0,0,1,319,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,47,37,0,0,0,0,0,0,0,0,0,0,1,5,0,139,28,63,0,0,6,0,0,0,7,0,0,0,0,0,0,456,0,3,0,10,1,0,0,0
"SRR1978776",0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,1,0,1,350,0,372,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,9,0,5,4,1,5,0,0,0,2,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,36,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1041,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"SRR1978777",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,358,0,1,0,4,69,2,464,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,74,0,0,0,0,0,0,0,0,9,0,0,0,0,394,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,632,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1978778",0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,220,0,2,0,0,59,0,375,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,62,0,3,0,0,0,4,0,0,2,0,0,0,0,357,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,26,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SRR1978779",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,79,0,0,0,0,2,0,681,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,19,0,6,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,16,0,0,0,65,0,0,0,0,0,0,0,8,0,0,0,0,0,0,216,0,0,0,0,0,0,3,1422,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,17,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,919,0,12,0,59,61,0,0,0
"SRR1978780",0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1,56,0,0,2,0,1,0,554,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,9,0,0,114,12,0,39,0,0,0,7,0,0,1,0,5,0,0,0,0,3,2,0,3,4,0,2,0,0,0,0,0,0,155,0,0,0,0,361,0,0,60,0,0,0,2,19,0,1,0,0,0,0,0,0,0,0,0,0,15,27,488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,289,109,140,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,9,3,0,0,0
"SRR1978781",0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,154,6,0,0,0,0,0,508,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,36,0,0,85,7,0,24,0,0,0,0,27,0,0,1,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,396,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,54,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,103,0,0,0,0,0,0,0,0,0,0,0,4,0,175,8,6,0,0,8,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"SRR1978782",0,0,0,0,0,9,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,140,0,39,26,7,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,2,0,1,0,0,0,0,379,0,0,0,43,0,0,0,0,0,0,0,0,270,0,3,0,0,1,17,0,0,6,26,0,8,3,45,0,0,92,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,21,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75,18,134,0,0,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
"SRR1978783",0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,1620,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,4,0,0,0,2,300,0,0,0,0,0,0,0,0,0,0,0,4,112,0,5,0,0,0,0,0,0,0,43,0,0,0,50,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,280,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0,0,2,0,0,0,0
"SRR1978784",0,0,0,2,0,2,3,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1,175,0,4,0,0,18,0,217,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,101,0,0,81,4,0,613,0,0,0,0,96,0,0,0,20,0,0,0,0,1,0,0,2,116,0,0,0,22,0,0,0,0,9,1,0,0,0,313,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,10,511,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,14,0,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,186,38,0,0,0,0,0,0,0,0,0,0,0,6,0,114,4,79,0,0,1,0,0,0,13,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0
"SRR1978785",0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,117,3,0,0,0,0,2,566,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,1,0,0,124,0,0,26,0,1,0,0,5,0,0,1,2,0,0,0,0,4,0,0,80,63,0,0,0,0,0,0,0,0,1,0,0,2,0,330,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,138,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"SRR1978786",0,0,0,0,0,0,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,76,1,0,0,5,215,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,200,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,109,38,0,10,0,2,1,4,0,0,7,17,0,0,0,23,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,52,132,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,0,0,1,0
"SRR1978787",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,0,46,0,0,0,0,0,0,1078,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,21,0,0,57,0,0,54,0,0,0,0,68,0,0,0,112,0,0,0,0,3,0,0,0,231,0,0,0,0,0,0,0,0,5,5,0,0,0,68,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,12,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,283,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,4,0,0,0
"SRR1978788",0,0,0,7,0,16,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,0,178,0,0,0,0,0,0,1226,0,0,0,10,0,0,0,0,0,0,0,0,0,2,4,31,0,0,121,2,0,12,0,0,0,0,57,0,0,4,34,0,1,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,3,0,0,0,0,139,0,0,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1674,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,8,0,406,143,11,0,0,3,0,0,0,7,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0
"SRR1978790",0,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,28,0,570,0,3,1,3,56,3,481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,37,2,0,0,0,0,0,0,35,3,0,0,6,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,10,1,0,2,0,483,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,74,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,156,0,13,0,0,32,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"SRR1978791",0,0,0,0,0,0,5,1,0,0,21,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,2,0,0,276,2,316,9,0,0,0,0,8,1263,0,0,0,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53,1,0,89,0,0,4,54,2,0,0,0,6,0,0,0,0,0,2,0,0,3,0,10,0,0,0,0,0,0,11,0,0,0,0,200,0,0,19,0,0,0,0,4,0,3,0,0,4,0,1,0,0,0,0,0,0,37,2691,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,16,0,0,0,15,0,3,0,0,0,0,0,0,0,205,0,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,6,42,210,84,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,4,2,0,0,0
"SRR1978792",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,6,413,0,0,0,0,77,0,669,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,11,0,0,49,6,0,62,0,1,0,0,115,0,0,0,6,0,0,0,0,0,0,0,202,22,0,10,0,0,0,0,0,0,1,0,0,0,0,134,0,0,109,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,405,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,630,95,27,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0
"SRR1978793",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,64,0,0,0,0,0,0,0,0,0,0,336,8,93,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,60,0,0,158,22,0,118,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,19,0,4,0,0,0,0,0,0,16,0,0,8,0,23,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,12,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1231,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0
"SRR1978794",0,0,0,10,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,65,0,0,0,7,285,0,694,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,5,10,59,0,0,0,6,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,22,0,0,0,0,119,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,2,0,0,0,0,0,0,0,38,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
"SRR1978795",0,0,0,2,0,0,15,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,113,0,0,0,0,1,3,414,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,19,0,0,34,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,3,0,0,0
"SRR1978798",0,0,0,80,0,0,10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,158,1,0,0,0,4,14,681,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,8,26,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,0,247,0,0,0,15,0,0,28,0,45,0,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1788,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0
"SRR1978799",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,7,1278,2,7,0,1,14,4,224,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,8,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,0,0,197,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,566,3,29,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"SRR1978800",0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,127,2,228,0,0,0,0,15,0,577,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,9,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,14,1,0,0,0,203,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,753,0,1,29,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,457,2,0,0,1,0,0,0,0,0,0,0,0,0,0,243,11,34,0,0,16,0,0,0,6,0,0,0,0,0,0,207,0,8,0,3,2,0,0,0
"SRR1978801",0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,76,1,0,0,0,2,0,1655,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,1,0,10,0,0,12,0,14,0,1,0,39,0,0,0,0,0,0,0,9,172,0,0,0,0,0,0,0,0,4,8,0,0,0,341,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,706,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0
"SRR1978802",0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,90,62,260,11,14,4,0,1,1,141,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,33,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,2,24,0,0,0,0,0,0,0,0,6,1,0,0,0,153,0,0,30,0,1,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,66,635,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,12,0,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,97,26,28,0,0,11,0,0,0,0,0,0,0,0,0,0,191,0,6,0,0,25,0,0,0
"SRR1978803",0,0,0,0,0,2,2,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86,1,1488,19,3,0,0,3,0,411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,38,7,0,10,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,50,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,240,0,66,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
