"Abiotrophia","Acetivibrio","Acidaminococcaceae_unclassified","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostipes","Anaerotruncus","Arcobacter","Asaccharobacter","Atopobium","Bacillales_unclassified","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brochothrix","Burkholderiales_incertae_sedis_unclassified","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Carnobacterium","Catenibacterium","Cellulosilyticum","Cloacibacillus","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacteriaceae_unclassified","Corynebacterium","Delftia","Deltaproteobacteria_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Eikenella","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia.Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavonifractor","Fructobacillus","Fusobacteriaceae_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmiger","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helcococcus","Holdemania","Howardella","Kingella","Klebsiella","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methylobacterium","Mitsuokella","Mogibacterium","Moraxellaceae_unclassified","Morganella","Murdochiella","Negativicoccus","Neisseria","Neisseriaceae_unclassified","Novosphingobium","Odoribacter","Olsenella","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pelomonas","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Planococcaceae_unclassified","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacteriaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoramibacter","Pyramidobacter","Rhizobiales_unclassified","Rikenella","Rikenellaceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Sarcina","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Soonwooa","Sphingomonadaceae_unclassified","SR1_unclassified","Staphylococcus","Stenotrophomonas","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Sutterella","Synergistaceae_unclassified","Turicibacter","Veillonella","Veillonellaceae_unclassified","Weissella","Xanthomonadaceae_unclassified"
0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54,0,5.39,0,0,0,0,0,0,602.95,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,26.95,0.43,0,0.15,0,0,0.22,1.3,56.67,0,0,0,23.64,0,0,0,0,0,0,0,0,36.32,0,10.48,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,21.23,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,186.06,0,0,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.45,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,29.73,0,1.46,0,0,1.77,0,0,0,0,0,0,0,0,0,0,8.98,0,0,0,0,0,0,0,0.2
0,0,0,36.13,0.16,0,0.8,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.87,0.23,24.01,0,0,0,0,0,0.26,325.68,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,12.3,0.55,0,9.33,0,1.52,0,1.11,0,0,0,0,3.09,0,0,0,0,0,0,0,0,29.89,0,0,0,0,0,0,0,0,0,0.88,0,0.35,0,143.13,0,0,2.58,0,0.99,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,12.64,405.45,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,7.67,0,0.72,0,0,7.98,0,0,0,0,0,0,0,0,0,0,13.32,0,0,0,0.74,2.4,0,0,0
0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.24,0,8.49,0,0,0,0,7.96,0,161,0,0,0,3.97,0,0,0,0,0,0,0,0,0,2.03,0.99,45.16,0,0,111.56,0.44,4.21,37.25,0,0,0,0,3.07,0,0,0,1,0,0,0,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0.54,0.52,0,0,0,19.83,0,0,61.57,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.47,3.24,286.76,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,8.39,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.47,0,16.82,0,0,0.5,0,0,0,3.58,0,0,0,0,0,0,4.74,0,0,0,2.43,1.44,0,0,0
0,0,0,0,0.24,0,0,0,0,0,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.41,499.27,0,0,0,0,15.17,0.21,148.52,0,0,0,4.26,1.26,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1.21,0,0,1.09,0,0,5.3,0.22,9.09,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0.86,0,0,0,0,0,0,4.4,19.8,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,222.69,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,12.11,0,0,0,3.42,0,0,0,0,0,0,0,0,0,19.94,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,56.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.27,0,0,0.24,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.12,14.39,97.46,0,0,0,0,0,0.49,92.59,0,0,0,7.43,0,0,0,0.47,0,0,0,0,0,0,0,28.84,0,0,34.85,12.92,2.24,67.93,0,0,0,1.25,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.86,0,0.27,0,0,124.98,0,0,19.14,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0.99,318.27,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,4.59,0,11.78,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.21,20.88,4.36,0,0,41.96,0,0,0,0,0,0,0,0,0,0,3.02,0,4.11,0,11.51,0,0,0,0
0,0,0,0,0,0,1.82,0,0,0,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49,1.34,174.76,4.01,1.07,0,0,0,0,97.24,0,0,0,2.88,0.68,0,0,0,0,0,0,0,0,0,0,3.62,0,0,18.14,0.36,0,25.65,0,0,0,0,6.08,0,0,0,3.01,0,0,0,0,0,0,0.95,5.4,14.39,0,0,0,0,0,0,0,0,3.19,0,0,0,0,92.77,0,0,6.2,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,9.67,286.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,3.93,0,0,4.92,0,0,0,3.47,0,0,0,0,0,2.42,0,1.62,0,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,144.83,17.14,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,3.57,0,0,0,0
0,0,0,0,0,0,0.59,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35,0.28,74.49,0,0,0,1.34,57.69,0,286.24,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0,0,8.55,0,0,1.01,1.85,58.22,0,0,0,0.31,0,0,0,0,0,0,0,0,0.92,0,0.26,0,0,0,0,0,0,27.39,2.05,0,0,0,0,0,0,1.21,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1.65,60.55,308.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,16.76,0,26.4,0,0,0,0,0,0,0,0,0,0,0,82.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,4.18,0,0.48,0,0,0,0,0,0,0.34,0,0,0,0,0,0,3.22,0,0.81,0,0,1.04,0,0,0
0,0,0,0,0,0,1.08,0,0,0,5.54,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,12.36,230.57,0,0.43,0,0,0,0,125.22,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,11.61,0,0,0,0,0,0,0,6.75,0,0,0,1.86,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,2.54,0,0.48,0,0,77.73,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,271.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,4.79,0,3.46,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,0.55,0,107.6,8.17,23.85,0,0,7.93,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,373,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,6,0,0,0,0,0,0,0,45,0,0,0,1,0,0,11,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.23,142.54,3.17,0,0,3.13,20.53,0,220.31,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,6.84,0,0,2.79,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0.31,0,0,0,0,0.26,0,0,0,0,157.1,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23,303.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,24.03,0,22.71,0,2.18,0,0,0,0,0,0,0,0,0,6.77,0,0,0,0,29.13,0,0,0,0,0,0,0,0,0,0,0,0.21,0,28.9,0,1.92,0,0,0.16,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.33,0,1.21,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,43.09,3.29,57.14,4.84,0.28,0.55,0,8.72,0.29,250.18,0,0,0,1.32,0.65,0,0,0,0,0,0,0,0,0,0,2.46,0,0,22.52,0.28,0,1.51,0,0,0,0,3.14,0,0,0.26,5.23,0,0,0,0.57,0.55,0,0,0,5.39,0,0.79,0,0,0,0.28,0,0,0.94,0,0,0,0,148.44,0,0,18.84,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,19.52,294.71,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,2.54,0,0,30.58,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,1.06,0,72.87,25.84,0.65,0,0,2.27,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0
0,0,0,0,0.34,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,71.81,0,18.76,0.34,0,0,0,1.06,0,213.75,0,0.31,0.33,11.7,0,0,0,0,0,0,0,0,0,0,2.53,4.95,0,0,57.05,0,0,53.19,0,0,2.83,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,5.66,0,5.38,0,0,0,0,0,0,3.6,0.46,0,0,0,96.06,0,0,7.94,0,0.36,0,0,0.33,0,1.84,0,0,0,0,0,0,0,0,0,0,0,2.26,334.52,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,1.17,0,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,62.52,0,39.76,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82,0.36,0,0,0.42,0,0,0,0
0,0,0,6.57,0,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.4,101,8.14,0,0,0,1.05,0,180.49,0,0,0.28,3.69,0.26,0,0,0,0,0,0,0,0,0,0,0.56,0,0,3.83,0,0,1.98,0,0,0,0.31,32.43,0,0,0,2.02,0,0,0,0.57,0,0,0,0,18.59,0,0.24,0,0,0,0,0,0,1.23,0,0,0,0,154.69,0,0,4.03,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,309.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,2.11,0,0,15.99,0,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.15,0.95,0,0,0,0,0,0,0,0,0,0,0,0.24,0,12.64,0,1.06,0,0,10.32,0,0,0,4.35,0,0,0,0,0,0,3.67,0,9.49,0,0,1.77,0,0,0
0,0,0,0,0,0.57,1.87,0,0,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.31,0.86,29.93,0,0.37,0,0,7.25,0.32,64.2,0,0,0,5.15,1.75,0,0,0,0,0,0,0,0,0,0.26,14.16,0,0,39.22,0,0,47.1,0,0.32,0,0,7.05,0,0,0,7.32,0,0,0,0,0,0,0.35,58.27,29.57,0,0,0,0,0,0,0,0,1.83,4.96,0,0,0,111.39,0,0,8.72,0,0,0,0,0,0,0,0,0,0.24,0,0.28,0,0,0,0,0,0,35.08,193.25,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.7,0,5.91,0,7.77,0,120.33,0.68,0,0,0,0,0,0,0,0,0,0,0,1.66,0,132.39,6.58,9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29,0,0,0,7.02,0.76,0,0.55,0
0,0,0,0,0,0.29,0.24,0,0,0.32,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.63,55.58,321.18,0,1.31,0,0,0,4.18,53.41,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.97,4.6,0,0,23.09,20.05,0,17.88,0,0,3.08,0.32,0,0,0,0,0.26,0,0,0,0,0,0,0,0,3.32,0,0.33,0,0,0,0,0,0,1.27,0,0,0,0,110.34,0,0,3.68,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.33,121.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,0,13.48,0,46.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.77,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,74,1.69,14.18,0,0,27.23,0,0,0,1,0,0,0,0,0,0,0,0,8.5,0,0.96,0,0,0,0
0,0,0,0,0,0,0.68,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,3.98,1.34,174.22,0,0,0,0,0,0,345.58,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,13.71,0,0,0,0,0,3.94,0,1.24,0,0,0,15.59,0,0,0,0,0,0,0,0,17.99,0,0,0,0,0,0,0,0,0.63,0,0,0,0,144.77,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,197.11,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07,0,59.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,31.99,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0
0,0,0.24,0,0,0,0.33,0,0,0,8.35,0,0,0,18.24,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,80.22,17.9,208.89,0,3.21,0,0,0,2.16,57.26,0,0,0,13.1,2.42,0,0,0,0,0,0,0,0,0,0.58,0,0,0,15.64,0,0,14.03,0,0,0,0,15.26,7.04,0,0,3.01,0,0,0,0,0,0,0,0,12.52,0,0.64,0,0,0,0,0,0,1.15,0,0,0,0,52.13,0,0,10.01,0,0.73,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,14.42,284.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,5.87,0.25,0,11.64,0,12.88,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0.66,0,0,0,0,0,0,2.47,0,115.85,18.82,20.6,0,0,5.05,0,0,0,0.29,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,0,106.34,0,0,0,0,0.62,0,135.76,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0.9,0,31.91,0,0,0,0.29,0,0,0,0,18.45,0,0,0,0,0,0,0,0.26,33.31,0,0.27,0,0,0,0,0,0,20.19,0,0,0,0,71.76,0,0,5.37,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0.25,0,0,0,2.13,460.79,0,0,0.26,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,71.67,24.17,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0.88,0.76,0,0,0
0,0,0,0,0,0,0.43,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,1.91,0,0,0,0,0,0,80.37,0,269.56,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,39.83,0.5,0,14.74,0,0.47,0,1.02,73.34,0,0,0,4.25,0,0,0,0,0,0,0,0,33.08,0,6.13,0,0,0,3.46,0,0,2.43,0,0,1.23,0,1.4,0,0,1.36,0,0.24,0,0,0,0,0.81,0,0,1.25,0,0,0,0,0,0.28,0,0,0,159.72,0,0.2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,1.35,0,0,0,0,0,0,23.35,0,0,0,0,0,0,318.75,0,0,0,0,0,0,0.54,0
0,0,0,0,0,0.31,0.36,0.35,0,6.17,0.29,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,20.54,0,0.29,0,0,0,0,1.44,0,80.82,0,0,0,6.99,0,0,0,0,0,0,0,0,0,0,0.97,162.27,0,0,14.07,0,23.77,74.05,0,0,0,0.28,0,0,0,0,0.62,0,0,0,0,0,0,0,57.97,21.66,0,0,0,20.35,0,0,0,0,0,92.64,0,0.27,0,79.1,0,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.65,0,0,84.61,1.17,125.75,0,0.39,3.32,1.43,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,1.83,0,1.88,0,1.3,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.12,0.72,11.91,0,0,0,0,0,0,0.28,0,0,0,0,0,0,40.85,0,0.62,0,4.27,13.1,0.32,0,0
0,0,0,0,0,0,0.55,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,0,68.29,0.26,0,0,0,0,0.25,367.8,0,0,0,11.05,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,14,0,0,2.73,0,0,7.36,1.05,7.15,0,0,0,18.93,0,3.38,0,0,0,0,0,0.96,14.31,0,0,0,0,0,0,0,0,1.28,0,0,0,0,122.81,0,0,3.09,0,0.96,0,0,0.33,0,1.02,0,0,0.37,0.32,1.57,0,0,0.85,0,0,0,0.32,179.68,0,0,0.96,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,0,0,0.77,0,0,8.5,0,0,0,0.37,0.33,0,0,0,0,0,0,0,0,31.46,0,15.54,0.32,0.29,0,0,0,2.08,0,0,0,0,0,0,0,0,3.01,59.75,58.41,0.31,1.87,0,0,0,0,0,0,0.31,0,0,0,0,0,0,12.62,0,0.25,0,0,0.63,0,0,0
0,0,0,0,0,0,3.1,0,0,12.34,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0.55,149.27,0,0,0,0.34,27.47,0,117.79,2.58,0,0,17.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0.35,0,0.84,0,0,0,6.77,54.65,0,0,0,3.78,0.28,0,0,0,0,0,0,0,17.06,0,5.85,0,0,0,0,0,0.7,11.38,2.52,0,0.34,0,71.06,0,0,2.38,0,10.39,0,0,0,0,0,0,0,0,1.12,0,0,0,0,1.76,0,0.3,16.19,300.82,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.66,0,0,4.82,0,2.6,0,0,0,0,0,0,0,0,0,0,0,20.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,30.38,0,86.84,0,0,0,0,0,0,5.09,0,0,0,0,0,0,9.57,0,2.49,0,0,0.29,0,0,0
0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,177.67,0.25,44.57,20,0.75,0.49,0,0.9,0.23,131.39,0,0,0,4.23,0.64,0,0,0,0,0,0,0,0,0,1.88,5.45,0,0,23.93,0.82,0.64,8.32,0,0.25,0,0,0.54,0,0,0,4.79,0,0,0,0,3.22,0,0,0,0.68,0,0,0,0,0,0,0,0,10.07,0,0,0,0,18.17,0,0,14.3,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,53.7,424.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,7.96,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,19.95,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,58.15,0,2.21,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.5,0,0,0,0,0
0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.79,0,154.2,0,0,0,0,0.45,0,92.71,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,20.6,0,0,18.99,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,14.11,0,0.53,0,0.66,0,0,0,0,0,401.27,0,0,0,48.75,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,232.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0.36,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0.37,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0
0,0,0,0,0,2.41,1.68,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.11,0,18,0,0.89,0,0,3.06,0,24.11,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,31.31,0,0,106.23,0.83,0.46,111.96,0,0,0,0,3.37,0,0,0,2.59,0,0,0,0,0,0,0,67.14,18.27,0,0,0,0.4,0,0,0,0,2.69,0,0,0,0,78.14,0,0,6.16,0,0,0,0,0,0,0,0,0,0.41,0,1.71,0,0,0,0,0,0,6.31,152.17,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,2.47,0,4.76,0,4.52,0,12.83,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,264.21,10.62,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,0,0,0,8.47,2.15,0,0,0
