"Abiotrophia","Acetivibrio","Acidaminococcaceae_unclassified","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostipes","Anaerotruncus","Arcobacter","Asaccharobacter","Atopobium","Bacillales_unclassified","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brochothrix","Burkholderiales_incertae_sedis_unclassified","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Carnobacterium","Catenibacterium","Cellulosilyticum","Cloacibacillus","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacteriaceae_unclassified","Corynebacterium","Delftia","Deltaproteobacteria_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Eikenella","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia.Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavonifractor","Fructobacillus","Fusobacteriaceae_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmiger","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helcococcus","Holdemania","Howardella","Kingella","Klebsiella","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methylobacterium","Mitsuokella","Mogibacterium","Moraxellaceae_unclassified","Morganella","Murdochiella","Negativicoccus","Neisseria","Neisseriaceae_unclassified","Novosphingobium","Odoribacter","Olsenella","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pelomonas","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Planococcaceae_unclassified","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacteriaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoramibacter","Pyramidobacter","Rhizobiales_unclassified","Rikenella","Rikenellaceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Sarcina","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Soonwooa","Sphingomonadaceae_unclassified","SR1_unclassified","Staphylococcus","Stenotrophomonas","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Sutterella","Synergistaceae_unclassified","Turicibacter","Veillonella","Veillonellaceae_unclassified","Weissella","Xanthomonadaceae_unclassified"
0,0,0,0,0,0,3.04,0.33,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77,0,11.99,0.95,0.34,0,0,0.66,0,177.62,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,1.18,16.73,0,0,20.55,0,0,74.38,0,0,0,0.86,0.28,0,0,0,12.86,0,0,0,0,1.97,0,0,0,33.31,0,0,0,1.23,0,0,0,0,1.45,7.69,0,0,0,98.31,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.92,1.36,155.38,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,64.62,23.38,10.52,0,0,1.57,0,0,0,0,0,0,0,0,0,2.45,0.68,0,0,0,4.25,0.87,0,0,0
0,0,0,4.71,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,0,12.9,0,0,0,0.32,602.53,0,131.62,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,6.56,0,0,11.73,0,0.33,8.84,0,0,1.43,0,0,0,0,0,1.29,0,0,0,0,0,0,0,1.89,11.33,0,0.77,0,0,0,0,0,0,4.38,0,0,0,0,30.28,0,0,15.27,0,1.31,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0.65,129.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,31.43,3.26,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,1.32,0,0,0,0
0,0,0,0,0,0.46,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51,0,6.18,0.17,0,0,0,11.22,0,357.82,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,1.29,0,0,3.9,0,0,0,0.66,0,0,0,0,0.76,0,0,0,0,0,0,0,0,100.63,0,2.46,0,0,0,0,0,0,0,0,0,0,0,45.33,0,0,0.79,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,1.18,0,0,2.57,302.81,0,0,0,17.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.48,4.5,94.47,0,0,0.11,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,1.29,0,0,0,0
0,0,0,0.9,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,1.4,0.86,42.12,0,0,0,3.42,276.28,0,267.7,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,3.69,0,0,5.99,0,0,0,0.43,32.18,0,0,0,2.57,0,0,0,0,0,0,0,1.79,155.65,0,0,0,0,0,0,0,0,0,0,0,5.47,0,35.46,0,0,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,13.31,16.59,2.72,0,0,0,0,0,0,3.43,0,0,0,0,0,0,6.62,0,0,0,0.78,0,0,0,0
0,0,0,15.04,0,0.72,0.15,0,0,0.59,18.86,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,0,101.55,0,0,0,0,0.25,0.35,110.75,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0.41,0,0,84.04,1.63,0,2.19,0,0,0,1.54,0.56,0,0.23,0,2.31,0,0,0.24,0.17,0,0,4.04,0,17.02,0,0,0,0,0,0,0,0,52.03,16.44,0,0,0,33.67,0,0,390.23,0,0.26,0,0,0,0,0,0,0,0,0.35,0,0,0,1.26,0,0,0,0.41,111.44,0,0,0,2.16,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,8.59,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0.18,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34,18.88,2.47,0,0,0.74,0,0,0,0.17,0,0.24,0,0,0,0,11.8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.41,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.56,0.25,20.68,0,0.51,0,0,6.11,0,237.53,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,33.48,0.98,0.31,0.51,0,0,0,0.26,27.13,0,0,0,0.75,0,0,0,0,0,0,0,0.72,58.5,0,0,0,0,0,0,0,0,1.08,0.33,0,0,0,7.76,0,0,2.22,0,0,0,1.38,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.58,283.59,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0.88,0,0.53,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,137.14,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0.3,0,0
0,0,0,0,0,0.29,0.63,0,0,0,3.85,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0.3,194.91,1.46,0,0,0.95,0.35,0,167.76,0,0,0,1.18,0,0,0,0,0,0,0,0.31,0,0,0.33,0,0,0,15.25,0.57,0,9.11,0,1,0,0,0,0,0,0,1.51,0,0.28,0,0.84,0.38,0,0,0,3.95,0,2.37,0,0,0,0,0,0,0.33,0,0,0,0,11.27,0,0,3.36,0,2.05,0,0,0.3,0,1.46,0,0,0,0.69,193.75,0,0,0,0,0,0,1.04,310.42,0,0.87,0.56,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.26,0,0,0,0,1.25,0,0,15.03,0,1.14,0,4.38,0,0,0,0,0,0,1.27,0,0,4.81,0,0,0,6.8,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0.51,18.76,0,4.76,0,0,0,0,0,0,0,4.44,0,0,0,0,0,17.53,0,0,0,0,3.15,0,0,0
0,0,0,0,0,0.95,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.95,0,14.9,0,0,0,0,12.67,0,239.07,0,0,0,6.36,0,0,0,0,0,0,0,3.36,0,0,1.17,0.95,0,0,10.5,2.09,0,10.56,0,0,0,0,31.02,0,0,0,5.13,0,0,0,0,0,0,0,0,53.69,0,0,0,0,0,0,0,0,8.99,0,0,0,0,17.85,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.38,449.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,55.43,31.92,19.55,0,0,0,0,0,0,1.1,0,0,0,0,0,0,6.27,0,0,0,0,1.22,0,0,0
0,0,0,0,0,0.46,0.2,0,0,0,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,81.14,14.52,202.52,4.16,0,0.78,0,1.52,0.52,97.94,0,0,0,4.07,1.68,0,0,0,0,0,0,0,0,0,0,0.2,0,0,24.55,0.35,0,0.58,0,0,0,0,0.97,0,0,0,10.54,0,0,0,0,0.61,0,0,0,18.01,0,0,0,0,0,0,0,0,36.77,1.49,0,0,0,84.4,0,0,11.71,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.95,0,0,0.9,155.75,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,2.2,0,0,41.45,0,2.25,0,0,0,0,0,0,0,0,0,0,0,26.49,0,22.61,0,0.21,1.43,0,0,0,0,0,0,0,0,0,0,0,0.24,0,86.92,2.66,27.19,0,0,0.25,0,0,0,3.95,0,0,0,0,0.25,0,6.97,0,1.21,0,0.24,0,0,0,0.21
0,0,0,0,0,0.28,0.3,0,0,0,4.9,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,6.53,0,64.77,0,0.24,0,0,0,0,601.13,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0.61,0.15,0,0,8.04,0.23,0,0.45,0,0,4.89,0,2.2,0,0,0,26.5,0,0,0,0,0,0,0,0,42.89,0,0.23,0,0,0,0,0,0,0.27,20.87,0,0,0,28.59,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.34,0,0,0.32,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,1.4,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,3.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,17.29,0,26.11,0,0,0,0,0,0,0,0,0,0,0,0,0,44.88,0,0.27,0,2.42,0.75,0,0,0
0,0,0,0,0,0,0.22,0,0,0,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.93,2.56,93.39,0.52,7.37,0,0,11.43,0,197.34,0,0,0.24,2.64,0,0,0,0,0,0,0,0,0,0,0.59,7.68,0,0,53.59,0,0,32.32,0,0,0,0,0.48,0,0,0,0,0,0.94,0,0,0,0,0,8.39,29.71,0,0,0,3.17,0,0.66,0,0,2.72,5.69,0,0,0,84.57,0,0,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.89,200.29,0,18.16,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.69,0,0,8.08,0,0,0,0,0.91,0,0,0,0,0,0,0.34,0,0,0,1.08,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,71.3,39.49,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0.35,2.68,0,0,0,1.07,0.62,0,0,0
0,0,0,0,0,0,2.6,0,0,0,6.26,0,0,0,0,0,0,0.22,0,0,0,0,0,0.27,0,0,0,0,0,81.15,0,27.63,0,1.29,0,0,18.95,0,54.09,0,0,0.16,2.25,0.86,0,0,0,0,0,0,0,0,0,0,24.28,0,0,33.58,0,6.05,171.67,0,0,0,0,1.31,0,0,0.28,4.09,0,0,0,0,2.49,0,0,12.94,12.87,0,0,0,0,0,0,0,0,1.89,1.73,0,0,0.3,95.87,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,228.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1.86,0,0,0,1.7,0,0.33,0,0,0,0,0,0.55,0,0,0,0,0,13.65,10.8,0,0,0,0,0,0,0,0,0,0,0.29,1.38,0,40.97,8.9,18.86,0,0,1.88,0,0,0,1.97,0,0,0,0,0,0,135.06,0,0.79,0,3.04,0.29,0,0,0
0,0,0,1.06,0,0.52,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,9.13,0,0.19,0,0.26,96.12,0,101.47,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,27.5,0,0,2.66,0,1.23,1.06,0.31,1.45,0,0,0,0.54,0,0,0,0,0,0,0,0,23.48,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0,9.65,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.67,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,285.52,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,15.94,0,164.42,0,0.47,0,1.81,32.16,0.87,212.9,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,9.1,0.48,0,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.45,33.65,0,0,0,0,0,0,0,0,4.07,0,0,0,0,181.61,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,291.4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0.38,0,0.88,0,0,2.39,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,9.29,30.44,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.5,0,0,0,0,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,0,120.4,0,1.07,0,0,32.25,0,205.99,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,19.81,0,0,10.97,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,20.8,34.12,0,1.6,0,0,0,2.11,0,0,1.09,0,0,0,0,195.47,0,0,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,323.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,4.48,0,14.38,14.92,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.61,1.58,0.29,21.45,0,0,0,0,0.59,0,185.72,0,0,1.2,1.46,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,5.19,0,1.73,50.81,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,3.11,0,0,0,4.33,0,0,0,17.52,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,57.19,0,0,0,0,0,0,0.9,381.81,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,2.18,0,0,0,0,0,5.06,0,0,0,0,0,0.3,0.48,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0.57,246.9,0,3.04,0,16.05,16.07,0,0,0
0,0,0,0.35,0,0,0.44,0.33,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.59,0.32,20.97,0,0,0.58,0,0.39,0,210.5,0,0,0,1.09,0,0,0,0,0.35,0,0,0,0,0,0.3,3.54,0,0,43.56,4.63,0,14.39,0,0,0,2.59,0,0,0.46,0,1.79,0,0,0,0,1.12,0.68,0,1.12,1.59,0,0.73,0,0,0,0,0,0,58.83,0,0,0,0,135.68,0,0,22.61,0,0,0,0.82,7.33,0,0.44,0,0,0,0,0,0,0,0,0,0,5.59,10.35,185.29,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,1.13,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,108.22,41.63,53.02,0,0,0,0,0,0,0,0,0,0,0.42,0,0,7.79,0,0,0,3.44,1.02,0,0,0
0,0,0,0,0,0.94,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.51,0,51.62,2.01,0,0,0,0,0,170,0,0,1.07,4.05,0,0,0,0,0,0,0,0,0,0,0,12.15,0,0,28,2.29,0,7.79,0,0,0,0,8.94,0,0,0.37,4.96,0,0,0,0,0,0,0,0.43,0.31,0,0,0,0,0,0,0,0,0.29,0,0,0,0,131.75,0,0,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,443.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.68,0,0,17.57,0,1.94,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,4.22,35,0,0,0,0,0,0,0,0,0,0,0,1.35,0,58.65,2.68,2.03,0,0,2.67,0,0,0,0.4,0,0,0,0,0,0,0.61,0,0,0,0.67,0,0,0,0
0,0,0,0,0,3.43,0.63,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0.4,0,0,49.82,0,14.2,9.33,2.33,0,0,0,0,244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,14.73,0.68,0,0.41,0,0,0,0,135.65,0,0,0,15.78,0,0,0,0,0,0,0,0,97.25,0,0.97,0,0,0.37,5.85,0,0,2.12,9.39,0,2.77,1.04,16.03,0,0,32.66,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.64,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0.8,0,0,0,0,0,0,0,0,0.65,7.37,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,27.39,6.77,48.09,0,0,0,0,0,0,1.5,0,0,0,0,0,0,14.15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.92,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.82,0,0,0,0,0,0,0,0,468.74,0,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0.34,1.15,0,0,0,0.67,86.29,0,0,0,0,0,0,0,0,0,0,0,1.12,32.92,0,1.37,0,0,0,0,0,0,0,12.69,0,0,0,14.68,0,0,0.49,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.29,0,0,0,0,0,0,0,0,3.07,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.69,82.05,0,0,0,0,0,0,0,0,0,0,0,0,0.22,129.96,0,0,0,0.59,0,0,0,0
0,0,0,0.61,0,0.85,1.14,0.35,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.25,0.38,60.24,0,1.4,0,0,6.32,0,73.28,0,0,0,2.71,0.3,0,0,0,0,0,0,0,0,0,0,34.01,0,0,26.78,1.38,0,207.54,0,0,0,0,32.44,0,0,0,6.79,0,0,0,0,0.36,0,0,0.68,38.88,0,0,0,7.49,0,0,0,0,2.92,0.4,0,0,0,105.98,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,3.12,3.18,173.84,0,0.7,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,1.87,0,0,4.83,0,0.74,0,0,0,0,1.78,0,0,0,0,2.37,0,0,0,0,0,62.9,12.59,0,0,0,0,0,0,0,0,0,0,0,2.13,0,38.53,1.22,26.64,0,0,0.37,0,0,0,4.71,0,0,0,0,0,0,0.79,0,0.65,0,1.65,0,0,0,0
0,1.23,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.29,0,36.06,1.03,0,0,0,0,0.66,173.45,0,0,0,3.52,0,0,0,0,0,0,0,0,0,1.51,0,0.3,0,0,38.29,0,0,7.96,0,0.32,0,0,1.54,0,0,0.29,0.69,0,0,0,0,1.14,0,0,24.57,18.49,0,0,0,0,0,0,0,0,0.34,0,0,0.7,0,100.71,0,0,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31,478.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,41.12,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.13,2.19,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,1.43,21.87,0.26,0,0,1.57,61.68,0,518.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0.25,1.14,56.96,0,0,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0,32,11.35,0,3.03,0,0.56,0.35,1.14,0,0,2.05,4.82,0,0,0,6.73,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0.23,0,221.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,15.75,38.36,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,5.9,0,0,0.28,0
0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,49.75,0,14.31,0,0,0,0,0,0,332.76,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,2.18,6.41,0,0,17.82,0,0,16.39,0,0,0,0,21.18,0,0,0,34.22,0,0,0,0,0.85,0,0,0,69.74,0,0,0,0,0,0,0,0,1.45,1.46,0,0,0,20.54,0,0,9.26,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,313.87,0,0,0,3.78,0,0,0,0.31,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0.65,0,0,0.31,0,1.41,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,86.44,22.01,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0.59,1.22,0,0,0
0,0,0,1.7,0,4.03,0,0,0,0,1.13,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,22.07,0,43.52,0,0,0,0,0,0,298.84,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0.42,0.93,7.47,0,0,30.02,0.46,0,2.63,0,0,0,0,14.06,0,0,0.98,8.18,0,0.25,0,0,0,0,0,0.26,4.67,0,0,0,0,0,0,0,0,0.76,0,0,0,0,34.21,0,0,6.64,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,409.04,0,1.97,0,0.55,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.26,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.22,3.36,0,0,0,0,0,0,0,0,0,0,0,1.92,0,97.87,35.44,2.69,0,0,0.78,0,0,0,1.71,0,0,0,0,0,0,3.96,0,0,0,1.38,0,0,0,0
